"id","name","host_since","host_response_time","host_response_rate","host_is_superhost","host_listings_count","neighbourhood_cleansed","zipcode","latitude","longitude","property_type","room_type","accommodates","bathrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","reviews_per_month","descr_measure","neigh_measure","length_descr","length_rules","pos_review","neg_review","dif_review","availability","host_period"
2931271,"3 bedrooms in Victorian home.",2014-01-25,"within an hour",1,"f",4,"Mattapan","02126",42.2809979501284,-71.0940950159887,"House","Private room",8,2,5,"Real Bed",169,5,"$25.00",1,14,27,87,9,8,9,9,8,8,"f","strict",1.04,2,0,1000,459,2.74074074074074,0,2.74074074074074,0.920547945205479,1417.79166666667
2931165,"Victorian Full Bed",2014-01-25,"within an hour",1,"f",4,"Mattapan","02126",42.2795035918229,-71.0937748763262,"House","Private room",2,1,1,"Real Bed",59,2,"$0.00",1,14,70,91,9,9,10,9,8,9,"t","strict",2.53,2,0,1000,372,3.77142857142857,0.0428571428571429,3.72857142857143,0.920547945205479,1417.79166666667
10381729,"Nice apartment with open floor plan",2015-12-24,"within an hour",0.92,"f",2,"Mattapan","02126",42.2863552184357,-71.0948301508991,"Apartment","Private room",1,1,1,"Real Bed",44,1,"$0.00",1,1125,34,91,9,9,10,10,8,9,"t","flexible",5.23,2,0,239,3,2.41176470588235,0.0294117647058824,2.38235294117647,0.701369863013699,719.791666666667
9826706,"Baker Chocolate Factory",2015-12-05,"within a day",0.9,"f",1,"Mattapan","02124",42.2725812481947,-71.0685476014361,"Apartment","Entire home/apt",2,1,1,"Real Bed",75,1,"$0.00",1,1125,3,100,9,9,9,9,9,10,"f","flexible",0.36,1,0,248,3,2.66666666666667,0,2.66666666666667,0,738.791666666667
14086516,"friendly family home",2015-02-17,"within an hour",0.89,"f",3,"Mattapan","02126",42.2751377463428,-71.0773996183164,"House","Private room",2,1.5,2,"Real Bed",65,1,"$40.00",1,1125,9,100,10,10,10,10,10,10,"t","strict",5.51,1,0,151,3,3.11111111111111,0,3.11111111111111,0.997260273972603,1029.79166666667
4483906,"Michelle's Comfort in ",2014-11-01,"",NA,"f",1,"Mattapan","02126",42.277242693201,-71.0835931928259,"House","Private room",5,1,1,"Real Bed",105,1,"$85.00",3,90,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,1,0,250,3,NA,NA,0,1,1137.79166666667
8761060,"great apartment, cable tv/internet",2015-10-06,"a few days or more",0,"f",1,"Mattapan","02126",42.2761609261732,-71.0753058731466,"Apartment","Private room",3,1,3,"Real Bed",100,1,"$50.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,2,0,117,3,NA,NA,0,1,798.791666666667
6006328,"Cozy and Quaint home away from home",2014-07-28,"within a day",0.8,"f",2,"Mattapan","02126",42.2818924333292,-71.0936273361816,"Apartment","Entire home/apt",5,1,2,"Real Bed",65,3,"$35.00",4,1125,10,84,9,8,9,9,8,9,"f","strict",1.76,3,1,596,39,3.8,0.2,3.6,0.90958904109589,1233.79166666667
8904546,"City Suite",2015-10-14,"within a few hours",1,"f",2,"Mattapan","02126",42.2704265426059,-71.0794736701397,"House","Private room",2,1,1,"Real Bed",95,2,"$0.00",2,14,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,4,2,1000,187,NA,NA,0,0.967123287671233,790.791666666667
12492474,"Stay with Fun Family",2016-04-17,"within a few hours",1,"f",2,"Mattapan","02126",42.2739886275694,-71.070834902654,"House","Private room",1,1,1,"Real Bed",45,1,"$40.00",14,363,3,100,10,10,10,10,9,10,"f","moderate",1.01,4,1,1000,180,2.33333333333333,0,2.33333333333333,0.567123287671233,604.791666666667
8904297,"Cozy Double Times II",2015-10-14,"within a few hours",1,"f",2,"Mattapan","02126",42.2709011497842,-71.0787503065006,"House","Private room",4,1,2,"Real Bed",115,2,"$10.00",2,14,10,80,9,9,9,9,7,8,"f","flexible",2.59,8,3,1000,3,2.1,0,2.1,0.978082191780822,790.791666666667
2529318,"Family Home is close to everything",2014-03-09,"within a day",1,"f",1,"Mattapan","02126",42.2736690177935,-71.0770940805742,"House","Entire home/apt",5,1.5,3,"Real Bed",150,1,"$0.00",3,1125,29,95,10,9,10,10,9,10,"f","moderate",1.06,4,2,1000,139,2.55172413793103,0.0689655172413793,2.48275862068966,0.405479452054795,1374.79166666667
14686119,"Stay with Fun Family",2016-04-17,"within a few hours",1,"f",2,"Mattapan","02126",42.2739865779468,-71.0722875650406,"House","Private room",1,2.5,1,"Real Bed",48,1,"$0.00",14,365,0,NA,NA,NA,NA,NA,NA,NA,"t","flexible",NA,2,0,255,30,NA,NA,0,0.931506849315068,604.791666666667
3839678,"Bedroom close to Boston",2013-04-04,"within an hour",1,"f",1,"Mattapan","02186",42.2700962047475,-71.0883073862894,"House","Private room",1,1,1,"Real Bed",50,1,"$0.00",1,4,10,84,9,7,10,10,9,9,"f","moderate",0.4,1,1,1000,89,2,0,2,0.241095890410959,1713.79166666667
14242888,"Friendly family home bedroom # 2",2015-02-17,"within an hour",0.89,"f",3,"Mattapan","02126",42.2748991646016,-71.0770663377309,"House","Private room",2,2.5,1,"Real Bed",50,1,"$40.00",1,1125,5,96,10,10,10,10,9,10,"t","strict",5,2,0,201,3,2,0,2,0.989041095890411,1029.79166666667
2278704,"Victorian queen",2014-01-25,"within an hour",1,"f",4,"Mattapan","02126",42.2819233560411,-71.0951443565993,"House","Private room",2,1,1,"Real Bed",69,2,"$0.00",1,14,81,89,9,9,10,10,7,9,"t","strict",2.79,1,0,1000,458,3.03703703703704,0.037037037037037,3,0.93972602739726,1417.79166666667
14663819,"Private Spacious Room",2016-08-21,"within an hour",1,"f",3,"Mattapan","02126",42.2713657724051,-71.0778573294195,"House","Private room",1,1,1,"Real Bed",50,1,"$0.00",2,3,1,80,8,6,10,10,4,6,"f","flexible",1,4,2,451,33,4,0,4,0.120547945205479,478.791666666667
14664852,"Very Cozy Private room",2016-08-21,"within an hour",1,"f",3,"Mattapan","02126",42.276920270748,-71.0772441113428,"House","Private room",1,1,1,"Real Bed",45,1,"$0.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,7,2,442,33,NA,NA,0,0.846575342465753,478.791666666667
9047646,"Convenient 1 Bedroom Apartment",2015-10-22,"",NA,"f",1,"Dorchester","02125",42.3179974201608,-71.0402058772627,"Apartment","Entire home/apt",3,1,1,"Real Bed",100,1,"$0.00",1,1125,1,NA,NA,NA,NA,NA,NA,NA,"f","flexible",0.09,0,0,121,3,0,0,0,0,782.791666666667
2515870,"Excellent 1 Bedroom Apartment",2014-03-06,"within a few hours",0.75,"f",1,"Dorchester","02125",42.3222160892461,-71.0548548001764,"Apartment","Entire home/apt",2,1,1,"Real Bed",99,1,"$0.00",1,1125,86,94,10,9,10,10,9,9,"f","flexible",2.92,2,0,116,3,3.25581395348837,0.0697674418604651,3.18604651162791,0.0136986301369863,1377.79166666667
12904318,"Lovely cozy room close to Subway",2015-12-29,"within an hour",0.98,"f",7,"Dorchester","02124",42.2835841504787,-71.066951109003,"Apartment","Private room",1,1,1,"Real Bed",55,1,"$10.00",1,1125,1,80,10,8,10,10,10,8,"f","strict",1,3,0,195,3,2,0,2,0.986301369863014,714.791666666667
7106162,"Luxury Duplex Apartment",2014-12-09,"within an hour",1,"t",2,"Dorchester","02125",42.3187828803755,-71.0525095862682,"Apartment","Entire home/apt",4,1.5,2,"Real Bed",198,4,"$40.00",1,1125,1,100,10,10,10,8,10,10,"f","strict",0.08,1,0,1000,18,6,0,6,0,1099.79166666667
10234895,"Cozy room, 2 min walk to redline T",2015-12-29,"within an hour",0.98,"f",7,"Dorchester","02124",42.2831854158601,-71.0676301992643,"Apartment","Private room",2,1,1,"Real Bed",55,1,"$10.00",1,1125,3,80,9,9,10,9,7,9,"f","strict",0.63,3,0,241,3,1.66666666666667,0.333333333333333,1.33333333333333,0.906849315068493,714.791666666667
177129,"Comfort in Historic Melville Park 1",2011-07-21,"within an hour",1,"f",3,"Dorchester","02124",42.2934279933778,-71.0677309550563,"House","Private room",3,1.5,1,"Real Bed",69,1,"$20.00",2,150,131,94,9,10,10,10,9,9,"t","strict",2.14,5,0,1000,3,4.41984732824428,0.0687022900763359,4.35114503816794,0.715068493150685,2336.79166666667
3522237,"Harmonious and friendly place",2014-07-06,"within a day",0.6,"f",1,"Dorchester","02121",42.3062902324352,-71.082711498545,"House","Private room",2,1,1,"Real Bed",45,1,"$20.00",7,1125,2,90,8,10,10,10,8,10,"f","flexible",0.19,2,0,240,33,5,0,5,1,1255.79166666667
14691657,"Nice Cozy Room #2",2016-08-21,"within an hour",1,"f",3,"Dorchester","02126",42.3106206094193,-71.0549297981821,"House","Entire home/apt",1,1,1,"Real Bed",45,1,"$0.00",1,1125,4,93,9,10,10,10,9,10,"f","flexible",4,2,0,138,3,2.75,0,2.75,0.863013698630137,478.791666666667
12971329,"Cozy room in host's apt near train",2015-12-29,"within an hour",0.98,"f",7,"Dorchester","02124",42.2836655073041,-71.0683223398372,"Apartment","Private room",2,1,1,"Real Bed",55,1,"$7.00",1,1125,3,100,10,8,10,10,10,10,"f","strict",0.83,0,0,176,3,4.66666666666667,0,4.66666666666667,0.89041095890411,714.791666666667
1510876,"Room with Single Bed",2013-07-29,"within an hour",1,"t",3,"Dorchester","02125",42.3101870363242,-71.0482882280404,"House","Private room",1,2.5,1,"Real Bed",60,1,"$0.00",1,1125,23,97,10,10,10,10,9,10,"f","flexible",0.62,0,0,136,3,4.08695652173913,0.0434782608695652,4.04347826086957,0.780821917808219,1597.79166666667
5729203,"Close to the zoo, shops and T",2015-03-20,"within a few hours",1,"f",1,"Dorchester","02124",42.2926516841689,-71.0724075163793,"House","Private room",1,1,1,"Real Bed",75,1,"$0.00",2,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,0,0,273,53,NA,NA,0,1,998.791666666667
13565183,"Convenient Private Room with Airbed",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02124",42.2826961983405,-71.0730430496073,"Apartment","Private room",1,1,1,"Airbed",31,1,"$0.00",10,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,3,0,605,823,NA,NA,0,0.704109589041096,1292.79166666667
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",2011-08-03,"within a few hours",1,"t",2,"Dorchester","02124",42.2884678336142,-71.0547740471375,"House","Private room",4,2.5,2,"Real Bed",125,1,"$25.00",3,8,57,96,9,10,10,10,9,10,"f","moderate",1.54,0,3,1000,782,4.35087719298246,0.087719298245614,4.26315789473684,0.221917808219178,2323.79166666667
737519,"Gorgeous 2 BR In Boston",2011-09-17,"within a day",0.57,"f",1,"Dorchester","02122",42.2939838760548,-71.0525683115797,"Apartment","Entire home/apt",2,1,2,"Real Bed",120,1,"$0.00",5,30,3,100,10,9,10,10,9,8,"f","strict",0.58,7,0,535,49,2.33333333333333,0,2.33333333333333,0.934246575342466,2278.79166666667
14092792,"Cozy, room located near bus (to train station)",2016-07-19,"within an hour",1,"f",2,"Dorchester","02124",42.2845858228668,-71.082778885208,"Townhouse","Private room",2,1.5,1,"Real Bed",59,1,"$0.00",2,1125,6,97,10,9,10,10,9,10,"f","flexible",4.62,1,0,624,3,3,0,3,0.46027397260274,511.791666666667
6005290,"Great Brownstone-Private Room",2015-04-13,"within an hour",1,"f",3,"Dorchester","02124",42.2871377059463,-71.0628065816643,"Townhouse","Private room",1,1,1,"Real Bed",73,0,"$0.00",4,28,1,100,10,10,10,10,10,10,"f","strict",0.08,6,0,834,266,3,0,3,0.526027397260274,974.791666666667
7389719,"A small cozy room outside of Boston",2015-07-16,"within an hour",1,"f",3,"Dorchester","02124",42.2863262685348,-71.0900233862357,"House","Private room",5,2,1,"Real Bed",40,1,"$0.00",3,365,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,2,2,1000,275,NA,NA,0,0.147945205479452,880.791666666667
13928082,"Gorgeous Boston 2 BR Apartment!",2016-07-09,"within a day",0.71,"f",1,"Dorchester","02122",42.29532738673,-71.0532587193105,"Apartment","Entire home/apt",2,1,2,"Real Bed",120,1,"$0.00",5,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","strict",NA,3,0,296,3,NA,NA,0,0.219178082191781,521.791666666667
1391215,"Nice Cozy / room E",2010-05-05,"within an hour",1,"f",11,"Dorchester","02122",42.2980111038138,-71.058447054581,"House","Private room",2,1,1,"Real Bed",50,1,"$15.00",2,1125,111,87,9,9,9,9,8,9,"t","moderate",2.97,8,5,1000,769,2.89189189189189,0.045045045045045,2.84684684684685,0.936986301369863,2778.79166666667
2794782,"Room in renovated apartment (Queen size bed)",2013-11-26,"within a few hours",1,"f",2,"Dorchester","02124",42.2828415690452,-71.0711557125561,"Apartment","Private room",2,1,1,"Real Bed",65,2,"$40.00",4,1125,40,93,9,9,9,10,8,9,"f","flexible",1.42,7,0,1000,567,3.725,0,3.725,0.887671232876712,1477.79166666667
6763587,"Lorna's Oasis",2015-06-02,"within an hour",1,"f",3,"Dorchester","02124",42.2835538128854,-71.0844410505009,"House","Private room",1,1,2,"Real Bed",65,1,"$20.00",1,1125,4,80,9,8,10,10,9,8,"f","strict",0.84,4,2,1000,69,2.75,0,2.75,1,924.791666666667
2764624,"Star light room",2013-04-26,"within an hour",0.94,"f",5,"Dorchester","02122",42.3030100722354,-71.063549264883,"House","Private room",4,1.5,1,"Real Bed",88,2,"$10.00",1,1125,109,87,8,9,10,10,8,9,"t","moderate",3.82,0,0,57,3,3.01834862385321,0.018348623853211,3,0.964383561643836,1691.79166666667
14928000,"Mansion in Dorchester",2016-09-06,"",NA,"f",1,"Dorchester","02124",42.3004756384869,-71.0769702940119,"House","Private room",1,1,1,"Real Bed",55,1,"$0.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,5,0,283,36,NA,NA,0,1,462.791666666667
5891012,"Living Room in Dorchester ",2014-07-30,"within a day",0.93,"f",2,"Dorchester","02125",42.3190463150796,-71.0579753280022,"Apartment","Shared room",1,2,1,"Couch",60,1,"$0.00",1,1125,4,100,10,10,9,9,10,10,"f","flexible",0.26,1,0,61,3,3.5,0,3.5,0.931506849315068,1231.79166666667
6160803,"MODERN | 5BR 2BA | 5 min to BOS",2014-03-14,"within an hour",1,"f",9,"Dorchester","02122",42.2962128966024,-71.0545477155797,"Apartment","Entire home/apt",10,2,7,"Real Bed",225,2,"$25.00",1,1125,49,93,10,10,10,10,9,9,"f","strict",2.99,5,3,1000,1000,3.28571428571429,0.0612244897959184,3.22448979591837,0.846575342465753,1369.79166666667
11410652,"Sunny 2BR Savin Hill Apartment",2013-01-05,"within a few hours",0.9,"f",2,"Dorchester","02125",42.3096178212625,-71.0510692682264,"Apartment","Entire home/apt",4,1,2,"Real Bed",250,1,"$0.00",2,1125,1,100,10,10,10,10,10,10,"f","moderate",0.21,2,0,310,87,5,0,5,0.0246575342465753,1802.79166666667
77691,"Beautiful Victorian House /room B",2010-05-05,"within an hour",1,"f",11,"Dorchester","02122",42.29770901,-71.0597909618158,"House","Private room",3,1.5,1,"Real Bed",65,1,"$15.00",1,365,194,88,9,9,9,9,8,9,"t","strict",2.89,5,5,1000,769,2.92268041237113,0.0927835051546392,2.8298969072165,0.989041095890411,2778.79166666667
6014737,"Splendid 1 Bdrm near publ trans.",2015-01-08,"within an hour",0.75,"f",3,"Dorchester","02124",42.2910007045944,-71.0748027174476,"House","Private room",2,1,1,"Real Bed",65,1,"$0.00",2,1125,16,71,8,7,8,9,7,8,"t","strict",0.96,0,0,280,28,1.6875,0.125,1.5625,0.994520547945206,1069.79166666667
179245,"Room in Beautiful Townhouse /F",2010-05-05,"within an hour",1,"f",11,"Dorchester","02122",42.2991543311069,-71.0587856410908,"House","Private room",2,1.5,1,"Real Bed",70,1,"$20.00",1,365,33,87,9,9,9,9,8,9,"f","moderate",0.55,3,5,1000,769,3.06060606060606,0,3.06060606060606,0.950684931506849,2778.79166666667
1732804,"Private room in Boston",2013-09-27,"within an hour",1,"t",1,"Dorchester","02122",42.2904067782769,-71.0585347924066,"Apartment","Private room",2,1,1,"Real Bed",80,1,"$45.00",1,5,59,97,10,9,10,10,9,9,"t","flexible",1.66,13,4,1000,530,4.42372881355932,0.0338983050847458,4.38983050847458,0.950684931506849,1537.79166666667
11376403,"Nice Private Room with Airbed",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02121",42.3042040691735,-71.0711836469589,"Apartment","Private room",1,1,1,"Airbed",35,0,"$0.00",10,1125,5,92,9,10,10,9,7,9,"f","moderate",0.97,2,0,1000,604,2.2,0,2.2,0.624657534246575,1292.79166666667
3788075,"Warm and Cozy II ",2013-04-26,"within an hour",0.94,"f",5,"Dorchester","02122",42.3016926247522,-71.0626368283848,"House","Private room",4,2,1,"Real Bed",81,1,"$0.00",1,1125,23,90,9,9,10,10,8,9,"t","flexible",0.91,0,0,141,3,3.73913043478261,0.130434782608696,3.60869565217391,0.871232876712329,1691.79166666667
14682145,"Cheapest place in city",2015-12-28,"within a few hours",0.84,"f",3,"Dorchester","02169",42.2798674967891,-71.049943222711,"Apartment","Shared room",1,1,1,"Real Bed",25,1,"$0.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,0,0,81,3,NA,NA,0,0.989041095890411,715.791666666667
14747561,"Very Affordable PR with Airbed!",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02121",42.304228795976,-71.0725579404784,"Apartment","Private room",1,1,1,"Airbed",40,1,"$0.00",10,1125,0,NA,NA,NA,NA,NA,NA,NA,"t","moderate",NA,2,0,174,609,NA,NA,0,0.915068493150685,1292.79166666667
14826101,"Comfortable and convenient room in Boston.",2016-08-30,"",NA,"f",1,"Dorchester","02122",42.3030009724697,-71.0671070761245,"Apartment","Private room",3,1,2,"Real Bed",100,2,"$60.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,5,0,475,3,NA,NA,0,0.934246575342466,469.791666666667
8899828,"Comfortable Brownstone Home",2015-04-13,"within an hour",1,"f",3,"Dorchester","02124",42.2877101476445,-71.0608587098922,"House","Private room",1,1,1,"Real Bed",79,1,"$0.00",4,28,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,3,0,454,3,NA,NA,0,0.241095890410959,974.791666666667
7356415,"3 bedrms, 2 Priv bath",2011-08-03,"within a few hours",1,"t",2,"Dorchester","02124",42.2887125318542,-71.0564554390139,"House","Private room",6,2.5,4,"Real Bed",325,6,"$50.00",2,5,3,87,9,9,9,9,9,9,"f","strict",0.22,0,0,1000,782,6.33333333333333,0,6.33333333333333,0,2323.79166666667
10764250,"Comfy, spacious, Downtown 15 min.",2016-01-07,"within an hour",1,"f",2,"Dorchester","02121",42.3113852315829,-71.0689163333937,"House","Entire home/apt",6,1,3,"Real Bed",84,1,"$50.00",2,1125,3,93,9,10,10,10,8,9,"f","moderate",0.53,4,0,1000,582,5,0,5,0.178082191780822,705.791666666667
7274342,"Sunny 1BR near JFK Red Line",2015-07-10,"within an hour",1,"f",4,"Dorchester","",42.3196987454405,-71.0593820930852,"Apartment","Private room",1,1,1,"Real Bed",39,0,"$0.00",7,16,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,8,0,529,3,NA,NA,0,0,886.791666666667
1179399,"Historical Gaslight Street - R1",2013-05-16,"within a few hours",1,"f",2,"Dorchester","02124",42.2952442534865,-71.0654478429261,"Apartment","Private room",3,1,2,"Real Bed",70,1,"$15.00",2,1125,92,95,10,10,10,10,9,10,"f","moderate",5.19,8,3,1000,262,3.27173913043478,0.0326086956521739,3.23913043478261,0.550684931506849,1671.79166666667
4177233,"Private Room near to Red Line",2014-09-23,"",NA,"f",1,"Dorchester","02125",42.3182507411753,-71.0578894253281,"Apartment","Private room",2,1,1,"Real Bed",74,1,"$0.00",2,1125,54,94,10,9,10,10,9,9,"f","flexible",2.27,4,1,696,3,3.03703703703704,0.0185185185185185,3.01851851851852,0.115068493150685,1176.79166666667
11992431,"Queen Bed, Parking, 15 min to BOS",2015-08-20,"within a day",0.79,"f",2,"Dorchester","02121",42.2981666784531,-71.074567096668,"Apartment","Private room",2,1,1,"Real Bed",70,2,"$50.00",2,1125,13,100,10,10,10,10,9,10,"f","moderate",2.42,10,2,1000,417,5.15384615384615,0.0769230769230769,5.07692307692308,0.958904109589041,845.791666666667
31796,"Big room with two bed/Room A",2010-05-05,"within an hour",1,"f",11,"Dorchester","02122",42.2997734129388,-71.0604758082839,"House","Private room",4,2.5,2,"Real Bed",65,1,"$15.00",1,365,291,87,9,9,9,9,8,9,"t","strict",3.83,6,5,1000,769,2.71821305841924,0.0446735395189003,2.67353951890034,0.871232876712329,2778.79166666667
9352045,"Modern and cozy, private bed & bath",2015-08-31,"",NA,"f",1,"Dorchester","02125",42.3208101080101,-71.0472368783633,"Apartment","Private room",1,1,1,"Real Bed",100,1,"$0.00",1,4,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,1,3,737,33,NA,NA,0,0,834.791666666667
179244,"Room in Beautiful Townhouse /G",2010-05-05,"within an hour",1,"f",11,"Dorchester","02122",42.2978045487713,-71.0589276083889,"House","Private room",2,1.5,1,"Real Bed",70,1,"$20.00",1,365,81,87,9,8,9,9,8,9,"f","moderate",1.33,4,5,1000,773,3.09876543209877,0.0246913580246914,3.07407407407407,0.953424657534247,2778.79166666667
1128894,"Victorian charm in the city",2013-04-26,"within an hour",0.94,"f",5,"Dorchester","02122",42.3012617000263,-71.0628079235111,"House","Private room",2,2,1,"Real Bed",60,2,"$10.00",1,1125,50,90,9,9,10,10,8,9,"t","moderate",1.38,2,0,735,25,3.52,0,3.52,0.882191780821918,1691.79166666667
13565471,"Perfect Private Room With Airbed.",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02124",42.282906549838,-71.0738466797883,"Apartment","Private room",1,1,1,"Airbed",29,1,"$0.00",10,1125,1,80,6,10,10,10,6,10,"f","moderate",0.75,3,0,831,823,0,0,0,0.717808219178082,1292.79166666667
14056340,"Private room near the red line",2012-03-21,"within an hour",1,"f",1,"Dorchester","02122",42.3029203608002,-71.0685068837072,"Apartment","Private room",2,1,2,"Real Bed",90,1,"$20.00",1,4,1,60,10,8,10,10,10,8,"f","moderate",1,4,0,524,3,2,0,2,0.227397260273973,2092.79166666667
13564762,"Affordable Private Room with Airbed",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02124",42.2836576971457,-71.0727627343723,"Apartment","Private room",1,1,1,"Airbed",31,1,"$0.00",10,1125,2,100,10,10,10,10,9,10,"f","moderate",1.76,3,0,607,822,1.5,0,1.5,0.701369863013699,1292.79166666667
9894686,"Cozy Boston bedroom with parking",2013-08-19,"within a few hours",1,"f",1,"Dorchester","02124",42.2931624449434,-71.072728527852,"House","Private room",2,1,1,"Real Bed",50,1,"$0.00",1,1125,65,94,10,9,10,10,8,10,"f","strict",7.36,3,0,385,250,2.81538461538462,0.0307692307692308,2.78461538461538,0.682191780821918,1576.79166666667
1178371,"Historical Gaslight Street - R2",2013-05-16,"within a few hours",1,"f",2,"Dorchester","02124",42.2945675254374,-71.0668127631297,"Apartment","Private room",1,1,1,"Real Bed",45,1,"$0.00",2,1125,85,95,10,10,10,10,9,10,"f","moderate",4.81,8,3,1000,264,3.37647058823529,0.0588235294117647,3.31764705882353,0.4,1671.79166666667
14809866,"Private bedroom at the top of The Hill",2012-07-05,"within an hour",1,"f",2,"Dorchester","02125",42.3143977301979,-71.0646145555824,"Condominium","Private room",2,1,1,"Real Bed",59,1,"$10.00",1,1125,1,NA,NA,NA,NA,NA,NA,NA,"f","moderate",1,7,1,1000,3,0,0,0,0,1986.79166666667
9239190,"Spacious rooms minutes from Ashmont",2015-11-02,"within a few hours",0.82,"f",1,"Dorchester","02124",42.2908908956082,-71.0601876255404,"House","Private room",2,1,1,"Real Bed",57,1,"$12.00",1,1125,12,87,9,9,8,9,9,9,"f","flexible",1.2,5,0,195,3,2.25,0,2.25,0.964383561643836,771.791666666667
3193484,"1BR 2-5 minutes walk to Red Line!",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02124",42.2881864711427,-71.0692079452994,"Apartment","Private room",1,1,1,"Real Bed",70,0,"$0.00",7,1125,3,93,9,9,10,10,9,9,"f","moderate",0.28,5,3,1000,604,3.66666666666667,0,3.66666666666667,0.931506849315068,1292.79166666667
47521,"Beautiful Victorian House /C",2010-05-05,"within an hour",1,"f",11,"Dorchester","02122",42.2977197173803,-71.0592404613887,"House","Private room",3,2.5,3,"Real Bed",55,1,"$15.00",1,365,241,88,9,9,9,9,8,9,"t","strict",3.3,1,3,1000,1000,2.82572614107884,0.029045643153527,2.79668049792531,0.857534246575342,2778.79166666667
12593225,"Private Bdr1 with Airbed",2014-05-30,"within a few hours",1,"f",22,"Dorchester","02124",42.2844569714974,-71.0741950217292,"Apartment","Private room",1,1,1,"Airbed",31,0,"$0.00",10,1125,2,90,10,9,10,10,9,10,"f","moderate",2,2,0,1000,664,0.5,0,0.5,0.950684931506849,1292.79166666667
8518091,"Dot Spot",2015-08-22,"",NA,"f",1,"Dorchester","02122",42.29620501045,-71.0489432176113,"Apartment","Private room",2,1,1,"Real Bed",65,1,"$0.00",1,1125,13,94,10,9,9,9,9,9,"f","flexible",1.19,1,0,1000,15,3.46153846153846,0,3.46153846153846,0,843.791666666667
3389896,"Premium Boston Apartment",2014-06-22,"",NA,"f",1,"Dorchester","02122",42.2964054502958,-71.0554071451805,"Apartment","Private room",2,2,2,"Real Bed",59,2,"$75.00",1,360,4,75,9,8,9,10,9,9,"f","flexible",0.32,9,2,1000,27,3.25,0.25,3,0,1269.79166666667
3094942,"Cozy room close to Downtown!",2014-05-18,"",NA,"f",1,"Dorchester","02125",42.3191182761253,-71.0574541027315,"Apartment","Private room",1,1,1,"Real Bed",70,1,"$0.00",2,15,10,90,10,10,10,10,10,10,"f","flexible",0.39,11,2,1000,3,5.2,0,5.2,0,1304.79166666667
13318312,"Live by the bay",2015-11-05,"",NA,"f",1,"Dorchester","02125",42.3159480389768,-71.0412979717379,"Apartment","Entire home/apt",4,1,2,"Real Bed",49,1,"$0.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,3,0,414,44,NA,NA,0,0,768.791666666667
8700820,"1Beautiful Philadelphia Style Home!",2013-02-20,"within an hour",1,"f",2,"Dorchester","02124",42.2812450297087,-71.0860418830047,"House","Private room",1,1.5,1,"Real Bed",51,1,"$10.00",1,1125,7,94,10,10,10,10,8,9,"f","flexible",0.64,1,0,246,902,2.57142857142857,0,2.57142857142857,0.920547945205479,1756.79166666667
1472520,"Andrea's Private Bath T Downtown",2013-05-27,"within an hour",1,"t",7,"Dorchester","02125",42.3081053390174,-71.0461963610757,"House","Private room",3,1,2,"Real Bed",83,1,"$17.00",1,1125,231,96,10,10,10,10,9,10,"t","flexible",6.23,4,0,1000,554,3.43722943722944,0.0216450216450216,3.41558441558442,0.758904109589041,1660.79166666667
1472481,"John and Robert's Harbor View ",2013-05-27,"within an hour",1,"t",7,"Dorchester","02125",42.3097735385604,-71.0471529234043,"House","Private room",3,2,2,"Real Bed",75,1,"$16.00",1,1125,231,96,10,10,10,10,10,10,"t","flexible",6.34,3,1,1000,554,3.86147186147186,0.00432900432900433,3.85714285714286,0.758904109589041,1660.79166666667
